"Rhoto.Ac.1"	"Rhoto.Ac.2"	"Rhoto.Ac.3"	"Rhoto.Glc.1"	"Rhoto.Glc.2"	"Rhoto.Glc.3"	"Rhoto.So.1"	"Rhoto.So.2"	"Rhoto.So.3"	"Rhoto.Xyl.1"	"Rhoto.Xyl.2"	"Rhoto.Xyl.3"	"Rhoto.YP.1"	"Rhoto.YP.2"	"Rhoto.YP.3"
"mRNA_5883"	167	149	194	488	430	444	193	206	271	276	295	288	240	207	164
"mRNA_5884"	1827	2167	2605	3248	2636	2729	1851	1688	2676	1276	1721	2215	838	1302	959
"mRNA_5885"	807	939	881	1128	747	885	602	744	1259	1011	1022	818	744	611	738
"mRNA_5886"	0	1	0	3	2	1	0	0	1	8	8	2	1	0	0
"mRNA_5887"	0	0	1	0	0	1	2	2	6	0	1	0	3	1	1
"mRNA_5888"	4137	7417	7152	9238	9436	6486	17375	19544	26876	10144	13626	15262	9193	11569	4308
"mRNA_5889"	5554	7731	4916	7014	4786	3814	9537	12547	12273	7340	7062	5688	14350	8578	11180
"mRNA_5890"	5740	5192	7359	11344	8605	7181	6853	7636	8016	5947	7405	7823	4698	5886	2920
"mRNA_5891"	2032	2301	2542	3580	3092	3036	1729	2228	2338	1933	2279	2225	3231	3004	1789
"mRNA_5892"	407	426	310	272	287	227	331	445	487	367	382	291	522	426	383
"mRNA_5893"	6389	5776	4759	4435	3515	2878	4129	4937	5057	3995	3912	3062	4596	3907	2605
"mRNA_5894"	21	41	46	326	541	471	93	82	187	162	252	212	88	78	71
"mRNA_5895"	2051	2701	3014	3447	2831	2068	4801	5341	5328	2554	3201	3219	4738	4255	3953
"mRNA_5896"	253	335	201	322	228	239	200	257	302	190	198	147	351	292	272
"mRNA_5897"	714	1030	522	467	375	305	463	585	559	347	331	215	794	489	494
"mRNA_5898"	133	184	214	520	412	269	260	294	522	166	318	239	519	611	492
"mRNA_5899"	1394	1192	1330	160	181	103	1735	2238	2184	674	879	736	1909	1542	559
"mRNA_5900"	2131	1540	1613	1282	1256	970	1141	1495	1444	1329	1284	937	1878	1431	1269
"mRNA_5901"	1084	1299	1686	2037	1931	1739	2791	2433	4249	1138	1450	1931	2029	2336	1645
"mRNA_5902"	117	143	126	197	238	161	171	197	302	194	145	176	224	208	157
"mRNA_5903"	116	172	238	352	268	200	444	467	742	339	338	340	172	257	172
"mRNA_5904"	150	179	127	272	221	165	345	418	450	199	226	168	265	282	279
"mRNA_5905"	154	116	170	248	222	171	87	78	120	152	175	200	140	130	145
"mRNA_5906"	273	286	267	717	845	567	407	420	485	409	458	371	361	352	141
"mRNA_5907"	3195	2965	2718	2038	1688	1269	2346	3036	2758	2028	2059	1878	3322	2504	2490
"mRNA_5908"	300	266	387	536	543	462	398	491	765	587	676	534	594	569	744
"mRNA_5909"	663	538	727	1445	1094	1054	481	473	650	697	821	828	497	497	346
"mRNA_5910"	961	949	895	1035	875	707	902	1042	1028	956	1000	717	1287	1015	948
"mRNA_5911"	63	70	94	756	541	508	170	140	233	164	236	251	181	131	139
"mRNA_5912"	466	380	448	794	684	626	527	486	751	583	632	523	590	477	584
"mRNA_5913"	7953	9709	10213	18260	19050	14511	5643	5693	6827	8355	10614	10422	3652	3922	1934
"mRNA_5914"	512	556	597	1083	783	702	666	736	1002	742	890	695	999	789	865
"mRNA_5915"	36	42	45	294	244	234	56	60	80	65	103	103	76	76	75
"mRNA_5916"	3	10	4	19	4	9	11	19	14	18	28	17	9	7	3
"mRNA_5917"	41	54	41	402	174	159	151	254	262	399	495	408	171	139	28
"mRNA_5918"	192	224	340	97	131	109	97	110	216	214	276	267	334	349	272
"mRNA_5919"	396	338	410	131	164	121	123	206	206	453	481	360	750	443	373
"mRNA_5920"	266	235	236	367	596	463	299	330	386	543	523	451	520	437	362
"mRNA_5921"	175	137	125	194	167	178	110	113	137	164	161	184	177	156	97
"mRNA_5922"	251	291	322	437	416	270	354	367	402	319	384	358	434	354	389
"mRNA_5923"	2839	1775	2945	315	499	358	1446	1139	1851	1072	1276	1220	2498	2108	2137
"mRNA_5924"	5	6	8	0	0	0	4	15	5	2	0	1	21	8	7
"mRNA_5925"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"mRNA_5926"	44677	34792	34559	55068	53754	44125	16570	24271	21673	34290	34252	29570	17721	16985	5475
"mRNA_5927"	71614	36530	48189	60972	54211	43783	20772	27202	25416	42598	40068	30047	30535	25535	13681
"mRNA_5928"	1029	817	922	1601	1011	901	1309	1344	1520	1075	1200	1146	610	634	571
"mRNA_5929"	1	0	0	1	0	0	1	3	7	0	1	0	1	4	5
"mRNA_5930"	2	5	1	1	5	1	6	4	2	6	3	5	4	4	6
"mRNA_5931"	39	50	53	118	108	84	114	129	163	120	81	106	90	100	110
"mRNA_5932"	126	180	230	601	520	466	209	255	499	441	513	569	208	262	182
"mRNA_5933"	93	132	127	304	321	289	163	151	288	306	294	257	141	138	143
"mRNA_5934"	882	581	900	785	779	644	233	206	361	634	637	659	184	219	156
"mRNA_5935"	25	27	41	117	109	90	44	70	93	102	100	93	48	59	36
"mRNA_5936"	751	908	884	326	282	315	430	457	566	355	370	297	963	757	2062
"mRNA_5937"	15	14	13	1	1	1	5	9	21	4	3	4	5	7	17
"mRNA_5938"	4	7	3	18	14	15	3	5	13	22	24	18	11	7	8
"mRNA_5939"	37	39	42	1146	1457	1388	48	34	93	434	409	385	91	54	37
"mRNA_5940"	693	589	863	939	1124	986	1124	1193	1488	1163	1244	1161	1856	1641	1036
"mRNA_5941"	393	823	947	1620	1805	1239	2157	1820	3735	998	1297	1794	933	1208	1073
"mRNA_5942"	289	239	245	524	359	493	205	311	350	292	340	286	372	363	271
"mRNA_5943"	5	1	3	8	17	10	3	1	1	7	9	3	3	6	5
"mRNA_5944"	159	178	193	258	268	219	186	198	214	204	249	188	248	196	181
"mRNA_5945"	70	100	96	652	413	359	111	110	264	103	116	121	78	86	42
"mRNA_5946"	1	0	1	15	16	7	0	4	4	15	29	22	12	4	5
"mRNA_5947"	187	355	288	565	593	588	466	495	997	421	514	509	346	453	448
"mRNA_5948"	1098	867	1343	2100	1701	1989	830	852	1286	956	1325	1411	730	901	576
"mRNA_5949"	285	400	324	188	181	147	207	328	411	237	321	233	459	394	423
"mRNA_5950"	306	270	304	593	386	392	266	308	442	267	311	355	458	307	346
"mRNA_5951"	439	331	347	491	365	272	336	495	416	357	391	313	390	295	204
"mRNA_5952"	341	343	394	759	800	786	348	449	547	526	604	586	554	424	412
"mRNA_5953"	161	130	144	346	313	297	159	169	232	242	241	198	254	198	162
"mRNA_5954"	3	13	10	84	36	56	65	57	102	16	19	21	19	20	7
"mRNA_5955"	4229	5288	5398	8143	8133	7601	3764	4488	5644	2735	3349	3891	3577	4725	1504
"mRNA_5956"	537	731	768	1039	1111	924	1598	1573	2179	976	1201	1233	2439	2057	1978
"mRNA_5957"	8	8	8	60	57	29	15	18	33	79	78	75	32	34	23
"mRNA_5958"	273	422	363	3911	3504	3353	267	376	584	993	1102	1389	212	302	189
"mRNA_5959"	373	462	468	604	465	361	1355	1293	1988	617	602	650	1252	1072	1212
"mRNA_5960"	54	37	72	96	46	38	214	208	238	74	81	82	308	178	311
"mRNA_5961"	352	240	453	412	482	342	152	203	280	219	242	224	145	162	167
"mRNA_5962"	51	59	89	309	225	230	75	102	98	152	175	178	68	103	64
"mRNA_5963"	197	177	241	488	357	361	280	398	582	252	323	230	205	212	134
"mRNA_5964"	3	0	0	3	6	2	0	2	4	2	2	3	4	2	1
"mRNA_5965"	398	490	764	316	374	340	987	908	1573	583	629	709	1646	1528	875
"mRNA_5966"	108	104	125	80	246	168	245	313	380	615	727	623	409	297	214
"mRNA_5967"	2	6	0	17	12	13	1	5	7	9	13	2	3	8	2
"mRNA_5968"	16	21	24	71	61	57	11	9	31	34	37	16	54	26	24
"mRNA_5969"	71	52	85	289	171	155	64	83	164	301	275	256	91	127	76
"mRNA_5970"	12	4	7	10	10	13	6	4	16	6	7	4	18	10	5
"mRNA_5971"	39	36	29	109	88	81	28	33	56	63	66	48	42	27	26
"mRNA_5972"	2108	2862	2740	3999	3149	3271	2616	3140	3555	1539	2012	2185	2845	2732	2652
"mRNA_5973"	16	22	14	49	42	34	16	8	15	20	17	10	32	9	26
"mRNA_5974"	470	907	452	588	247	258	326	440	513	379	376	315	290	203	157
"mRNA_5975"	139	238	239	670	751	760	358	312	552	699	722	694	451	555	300
"mRNA_5976"	9	18	12	34	46	44	15	8	30	51	50	57	29	34	27
"mRNA_5977"	7	15	9	28	21	25	9	12	14	20	18	22	16	13	10
"mRNA_5978"	6	9	3	25	19	21	8	3	4	31	36	39	5	9	5
"mRNA_5979"	802	832	827	1197	984	853	791	975	905	842	926	707	1304	978	954
"mRNA_5980"	326	327	261	355	341	281	346	371	437	266	306	232	521	347	386
"mRNA_5981"	2350	4640	2479	50	37	38	191	317	426	133	94	109	359	457	576
"mRNA_5982"	743	1096	1370	1659	1761	1752	1534	1500	3178	840	1080	1416	1081	1462	936
"mRNA_5983"	69	102	62	532	287	259	88	92	152	622	515	469	171	149	79
"mRNA_5984"	25	34	43	182	117	135	53	29	72	103	74	78	45	50	21
"mRNA_5985"	7	7	9	81	33	37	20	26	33	16	38	17	13	15	15
"mRNA_5986"	2	1	0	2	0	7	1	3	2	1	0	0	1	4	5
"mRNA_5987"	1	0	0	0	2	0	0	1	2	0	0	0	0	0	0
"mRNA_5988"	611	1027	974	1970	1634	1496	1381	1378	2461	923	1172	1179	1340	1430	1031
"mRNA_5989"	761	661	845	1156	973	901	747	786	1438	950	1119	989	663	684	607
"mRNA_5990"	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
"mRNA_5991"	170	193	184	348	339	294	196	194	372	250	259	260	177	181	136
"mRNA_5992"	0	0	1	5	2	1	7	10	12	6	7	4	4	4	4
"mRNA_5993"	935	950	1059	1500	1457	1290	1457	1600	1907	1145	1334	1373	1458	1407	1224
"mRNA_5994"	660	571	692	1022	898	1124	551	570	670	629	746	785	696	648	521
"mRNA_5995"	801	755	841	1177	969	861	571	749	901	721	873	795	708	619	642
"mRNA_5996"	17	34	22	56	30	25	18	13	20	8	17	12	9	12	5
"mRNA_5997"	798	863	1025	1472	965	897	807	876	1116	635	997	774	1012	1036	779
"mRNA_5998"	467	648	1222	2844	1817	2060	1179	1051	1698	740	919	1538	858	1139	774
"mRNA_5999"	2070	2648	3110	5113	3238	3324	4488	4374	8891	3013	3684	3797	2176	2910	1548
"mRNA_6000"	1643	2030	2095	1069	1304	860	2459	2451	2568	8063	10033	9289	1990	2013	2190
"mRNA_6001"	296	424	459	580	519	418	2220	2246	2127	1619	1902	1777	2091	1459	1104
"mRNA_6002"	89	98	119	317	377	368	113	106	181	669	812	558	184	188	95
"mRNA_6003"	1228	1412	1436	3336	2033	3434	1059	1255	1647	1222	1423	1529	1080	1217	886
"mRNA_6004"	9	17	7	3	0	4	116	210	218	7	7	14	90	80	28
"mRNA_6005"	14	12	5	25	16	23	16	20	25	8	16	17	10	10	5
"mRNA_6006"	55	54	83	148	102	111	91	104	165	93	98	96	75	75	52
"mRNA_6007"	360	435	441	706	740	640	708	796	1159	436	493	424	607	540	351
"mRNA_6008"	10	8	13	127	202	190	52	52	54	313	410	428	17	17	30
"mRNA_6009"	1094	1118	1325	1804	1666	1345	1301	1367	1926	1142	1273	1329	877	977	672
"mRNA_6010"	325	328	469	664	637	545	543	509	824	889	1022	950	585	567	600
"mRNA_6011"	127	138	139	451	279	280	103	165	229	205	218	196	143	168	86
"mRNA_6012"	2	0	2	47	30	22	6	9	15	11	15	9	8	14	8
"mRNA_6013"	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1
"mRNA_6014"	567	498	580	415	333	404	416	509	458	381	433	352	643	540	474
"mRNA_6015"	1334	1758	1830	2178	1844	1976	2260	2095	2987	1200	1566	1664	2172	2067	1869
"mRNA_6016"	25	24	39	35	41	39	34	41	51	43	60	50	69	53	39
"mRNA_6017"	35	54	75	119	106	97	58	82	165	129	143	126	199	137	75
"mRNA_6018"	6	6	5	9	7	8	4	17	25	12	13	13	12	20	8
"mRNA_6019"	2	6	1	11	7	2	1	1	8	5	9	3	7	6	8
"mRNA_6020"	1	4	1	0	0	1	1	2	1	0	1	1	0	1	0
"mRNA_6021"	25	34	31	45	29	20	10	23	43	16	14	11	22	17	7
"mRNA_6022"	779	543	628	241	248	172	103	92	64	129	154	138	165	129	144
"mRNA_6023"	1482	1321	1415	485	498	382	246	201	308	106	97	97	595	491	701
"mRNA_6024"	453	373	423	530	427	340	214	305	344	231	248	196	522	416	290
"mRNA_6025"	569	442	700	1608	1168	1157	364	389	528	1318	1607	1426	537	699	403
"mRNA_6026"	744	677	786	908	928	656	758	851	925	830	784	634	782	743	721
"mRNA_6027"	37	34	72	120	77	66	58	52	88	49	43	20	69	52	92
"mRNA_6028"	76	40	61	47	33	25	112	116	78	87	81	58	69	98	44
"mRNA_6029"	907	766	758	922	981	787	408	465	400	722	688	658	496	448	395
"mRNA_6030"	542	441	521	755	834	651	666	805	800	574	621	474	1080	850	828
"mRNA_6031"	944	1010	871	855	1070	949	535	567	760	536	506	489	776	813	301
"mRNA_6032"	11	14	14	84	46	53	2	12	32	20	15	21	3	17	7
"mRNA_6033"	33	38	63	284	188	186	51	82	97	102	113	127	80	73	30
"mRNA_6034"	263	279	208	441	332	320	183	281	294	283	292	227	320	252	261
"mRNA_6035"	4	11	7	55	33	37	13	6	3	18	18	7	5	9	8
"mRNA_6036"	10	12	16	71	62	33	6	8	9	29	43	26	25	23	15
"mRNA_6037"	88	87	113	227	209	205	69	110	109	71	92	62	125	110	55
"mRNA_6038"	32	40	43	129	99	99	55	58	86	30	33	32	54	39	33
"mRNA_6039"	0	1	5	0	0	0	0	6	2	0	0	0	6	3	6
"mRNA_6040"	0	4	1	3	5	4	1	3	9	10	8	8	9	10	7
"mRNA_6041"	634	685	979	1207	1716	1476	580	639	995	831	1008	1169	903	991	481
"mRNA_6042"	9	6	8	75	61	34	7	3	21	34	56	37	11	13	37
"mRNA_6043"	49	36	45	136	104	138	45	66	97	88	75	74	71	68	44
"mRNA_6044"	34	33	42	143	67	73	174	165	193	31	46	32	129	144	217
"mRNA_6045"	511	653	766	955	767	645	1281	1177	1551	602	729	695	1418	1372	816
"mRNA_6046"	4	20	17	85	71	47	11	21	38	45	46	45	43	44	14
"mRNA_6047"	1169	1243	1308	1650	1156	979	1640	1970	2123	1238	1347	1228	2336	2272	860
"mRNA_6048"	691	636	793	1113	1420	1277	609	857	992	674	799	758	967	1092	548
"mRNA_6049"	1413	1091	1577	1091	777	592	2612	2726	3735	1116	1152	1007	2730	2541	1822
"mRNA_6050"	4886	5422	5597	5415	4707	3111	6548	7937	7872	5538	6311	5614	6415	6344	3692
"mRNA_6051"	180	127	273	104	110	100	29	42	70	59	79	58	53	68	35
"mRNA_6052"	35	47	31	123	120	123	33	43	73	98	96	114	56	45	30
"mRNA_6053"	23	50	37	89	101	63	32	44	64	118	114	92	44	36	21
"mRNA_6054"	21	46	35	87	62	51	22	25	45	45	46	33	39	64	21
"mRNA_6055"	113	130	213	818	902	727	393	457	990	892	1129	1212	571	759	116
"mRNA_6056"	1519	1686	1950	4350	3449	3236	1660	1658	2290	2737	3184	3025	2424	2306	1519
"mRNA_6057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_6058"	30	34	52	219	124	144	69	97	166	98	132	93	62	66	38
"mRNA_6059"	39	36	31	241	175	150	35	47	81	83	71	89	43	44	42
"mRNA_6060"	342	372	426	773	676	693	293	388	458	411	533	519	462	432	436
"mRNA_6061"	889	629	1058	622	567	433	1466	1497	1510	652	763	641	1931	1491	1782
"mRNA_6062"	48	33	54	272	476	575	15	37	76	113	138	126	223	308	11
"mRNA_6063"	436	588	693	368	525	326	569	584	1122	327	464	543	451	640	359
"mRNA_6064"	76	122	121	253	229	292	305	229	642	108	184	251	150	204	124
"mRNA_6065"	76	81	81	189	170	159	194	201	326	118	201	167	192	174	131
"mRNA_6066"	272	199	262	420	266	284	470	366	557	372	379	349	671	658	310
"mRNA_6067"	534	527	397	844	676	786	274	356	409	375	431	446	404	355	320
"mRNA_6068"	395	301	404	563	535	525	329	392	435	291	382	449	376	382	265
"mRNA_6069"	48	77	68	232	257	322	269	307	533	237	302	374	231	234	56
"mRNA_6070"	1014	807	1123	2260	1452	1972	545	728	847	1123	1428	1385	812	896	399
"mRNA_6071"	1	1	0	0	0	0	0	1	3	0	0	0	2	3	3
"mRNA_6072"	19	19	50	29	22	24	26	12	39	4	6	6	40	13	7
"mRNA_6073"	1	1	5	6	1	1	0	3	1	0	0	0	1	1	0
"mRNA_6074"	19	17	29	5	0	4	8	5	5	0	2	3	2	5	2
"mRNA_6075"	6	7	11	1	3	3	18	31	31	0	1	1	7	16	4
"mRNA_6076"	1	1	2	0	0	0	2	3	2	0	0	0	2	3	4
"mRNA_6077"	640	580	547	659	576	450	501	588	621	513	546	462	1080	762	933
"mRNA_6078"	240	220	193	245	208	212	195	230	309	192	194	177	209	225	182
"mRNA_6079"	355	282	370	357	357	333	217	322	406	245	243	186	284	288	175
"mRNA_6080"	369	373	364	836	698	473	399	510	614	692	892	802	488	451	253
"mRNA_6081"	330	373	439	914	917	732	622	630	1112	608	698	844	500	531	401
"mRNA_6082"	2147	2636	2860	4806	4094	3805	3040	3116	4297	2067	2586	2745	3089	3042	2877
"mRNA_6083"	385	329	452	761	739	635	398	457	820	604	636	595	552	441	449
"mRNA_6084"	779	697	657	510	362	306	746	890	833	647	611	537	781	571	496
"mRNA_6085"	5402	7392	8684	10742	11805	11730	8057	8229	11253	6180	7172	8716	9154	9743	5639
"mRNA_6086"	7	7	8	144	119	130	3	9	25	106	122	136	6	8	10
"mRNA_6087"	103	96	68	108	62	81	60	69	113	185	142	142	90	51	63
"mRNA_6088"	315	364	371	590	585	417	415	474	560	339	394	362	351	341	317
"mRNA_6089"	102	76	103	54	49	40	11	9	25	27	58	37	31	29	52
"mRNA_6090"	1516	1007	1211	208	225	163	101	120	163	154	178	149	169	160	131
"mRNA_6091"	328	290	428	515	528	353	752	863	1134	529	612	498	1110	815	665
"mRNA_6092"	341	390	389	769	835	621	405	580	722	710	800	631	1093	740	602
"mRNA_6093"	272	320	320	2437	1895	1914	303	411	765	480	514	504	153	265	59
"mRNA_6094"	595	614	702	988	986	898	1245	1369	2091	1282	1388	1277	2175	1565	2587
"mRNA_6095"	1076	1530	1705	3272	2888	2956	3437	2658	5234	1409	1704	1784	6909	4767	10235
"mRNA_6096"	203	321	363	1274	1153	1085	583	619	1431	570	837	923	758	892	530
"mRNA_6097"	981	1172	942	601	664	403	1378	1317	1381	818	971	825	2264	1569	1957
"mRNA_6098"	5	26	14	4	10	13	9	17	18	8	7	5	9	14	19
"mRNA_6099"	935	781	1040	1158	965	772	933	1007	1065	815	1092	890	1633	1184	1168
"mRNA_6100"	12	14	10	14	8	15	6	2	8	15	7	6	12	13	11
"mRNA_6101"	35	23	27	101	61	46	33	34	66	62	52	39	39	40	32
"mRNA_6102"	635	496	705	701	494	554	652	591	913	500	578	518	843	810	535
"mRNA_6103"	43	56	58	75	87	56	58	56	100	52	77	85	75	72	49
"mRNA_6104"	447	341	518	665	773	541	399	509	628	723	794	645	846	773	557
"mRNA_6105"	4845	5710	3555	645	633	459	1064	1261	1221	846	793	654	1291	994	746
"mRNA_6106"	1701	2151	2235	4479	4121	3765	2226	2382	3375	2319	2765	2601	2643	2338	2284
"mRNA_6107"	1223	1656	1998	3105	2343	2516	2135	1847	3519	932	1201	1324	1809	1847	1761
"mRNA_6108"	1	0	1	7	3	9	1	5	8	0	8	2	5	0	3
"mRNA_6109"	656	576	725	1139	988	823	943	1001	1362	835	987	826	1323	1077	940
"mRNA_6110"	0	1	0	1	0	2	0	1	1	0	1	1	0	1	0
"mRNA_6111"	111	97	126	266	199	168	223	211	244	113	113	136	309	222	322
"mRNA_6112"	360	396	493	739	707	609	670	676	1074	534	603	688	784	745	711
"mRNA_6113"	1565	2069	2803	3091	2701	2154	3775	3491	4512	1389	2068	2470	2212	2749	1889
"mRNA_6114"	1	3	4	5	5	2	23	12	11	2	3	1	26	6	10
"mRNA_6115"	535	590	685	10	17	12	461	518	465	126	180	184	1320	1031	2650
"mRNA_6116"	4	10	14	0	0	0	0	4	2	0	1	0	19	15	62
"mRNA_6117"	735	681	940	705	629	524	1219	1197	1438	665	767	739	1285	1263	1742
"mRNA_6118"	61	59	107	1279	3770	3330	190	469	774	1430	1654	1761	2184	2082	335
"mRNA_6119"	1356	1620	1539	1303	1619	1486	1870	1983	3626	958	1029	1006	2017	1905	1302
"mRNA_6120"	367	406	513	520	806	583	674	722	842	473	605	640	675	719	459
"mRNA_6121"	19	30	27	8	11	17	14	10	10	3	5	9	10	6	3
"mRNA_6122"	1496	2351	1896	17721	9755	12865	3274	3789	8191	3587	3636	3100	2853	3016	1816
"mRNA_6123"	495	772	660	6149	3456	4733	1119	1190	2759	943	958	1091	784	966	586
"mRNA_6124"	541	758	942	2239	2055	2195	1317	1341	2972	1064	906	983	1168	1324	771
"mRNA_6125"	702	636	863	1116	1071	916	1793	1728	3001	741	872	820	2096	1760	1834
"mRNA_6126"	21	17	23	6	12	15	16	9	28	30	43	26	68	48	34
"mRNA_6127"	1076	1338	1174	1076	1071	861	1059	1127	1429	739	847	778	1952	1404	1797
"mRNA_6128"	2000	1904	1530	765	668	564	1303	1443	1362	877	1021	839	1609	1065	1257
"mRNA_6129"	566	476	660	734	698	678	800	727	1012	611	691	602	756	700	687
"mRNA_6130"	1290	1363	1691	1865	2234	1768	1621	1677	2434	1090	1491	1566	1672	1669	1476
"mRNA_6131"	8350	6868	10549	16962	13074	9485	12593	12745	14542	10096	13005	11327	6588	6648	4515
"mRNA_6132"	529	837	1059	1204	1055	957	1241	1100	1697	485	699	759	971	1182	936
"mRNA_6133"	1981	2167	2958	5359	4923	3914	3267	3500	4783	4210	4858	5449	5113	5176	5893
"mRNA_6134"	316	432	401	563	616	495	565	552	727	556	649	591	720	668	899
"mRNA_6135"	2184	2388	3447	764	1067	827	3316	2992	5341	2863	3262	4082	6086	5752	6791
"mRNA_6136"	909	999	1244	7324	4048	3609	1945	1608	2302	1013	1515	1462	1701	1321	1323
"mRNA_6137"	15	15	22	917	964	955	56	113	211	233	289	307	228	310	33
"mRNA_6138"	1	5	1	2	1	1	4	3	3	1	0	1	0	1	0
"mRNA_6139"	1852	1996	1756	0	0	0	701	876	757	11	6	10	1376	1131	1198
"mRNA_6140"	739	949	1008	502	568	492	1034	963	1013	378	521	524	1404	1068	1049
"mRNA_6141"	107	183	167	269	265	241	265	298	307	168	195	242	213	227	187
"mRNA_6142"	49	124	171	313	285	275	337	273	570	94	127	234	205	252	217
"mRNA_6143"	308	346	506	1022	1062	992	1305	975	1915	573	766	780	1166	1182	1036
"mRNA_6144"	1230	1560	2102	980	841	772	2037	1939	2835	1868	2394	2918	2960	2904	2568
"mRNA_6145"	112	148	131	189	158	103	138	168	370	269	297	229	113	126	74
"mRNA_6146"	35841	41060	29978	68485	61729	52760	21013	30975	31117	50489	53175	48576	16263	17189	2966
"mRNA_6147"	3	4	0	4	2	3	0	6	2	5	2	1	2	2	1
"mRNA_6148"	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3
"mRNA_6149"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_6150"	41	45	63	113	177	104	218	262	359	159	171	147	255	232	197
"mRNA_6151"	251	345	319	464	540	433	472	476	719	453	512	547	530	468	495
"mRNA_6152"	119	126	160	364	663	542	123	194	282	290	366	356	308	432	123
"mRNA_6153"	117	103	118	292	475	257	226	344	407	495	484	426	260	251	118
"mRNA_6154"	1205	1388	2293	1760	1851	1238	2179	2006	3543	1131	1642	2208	1481	1777	1906
"mRNA_6155"	70	63	69	241	218	230	62	89	145	176	148	153	69	106	56
"mRNA_6156"	50	90	101	837	471	554	131	106	240	137	160	142	125	109	119
"mRNA_6157"	136	144	144	162	168	118	141	169	227	185	182	176	212	176	112
"mRNA_6158"	336	335	279	738	589	571	192	204	255	441	535	419	326	287	129
"mRNA_6159"	60	48	66	124	134	116	42	50	67	65	78	63	64	70	38
"mRNA_6160"	405	397	477	1144	975	738	474	519	752	877	963	724	485	447	537
"mRNA_6161"	3	4	2	7	3	4	3	6	2	4	3	0	4	3	50
"mRNA_6162"	427	458	552	1150	1457	1226	741	705	982	636	729	735	643	676	450
"mRNA_6163"	52	69	87	210	187	196	106	148	192	159	148	137	136	139	114
"mRNA_6164"	1492	1214	1366	1952	1637	1581	724	887	1016	1086	1264	1076	742	767	590
"mRNA_6165"	706	616	781	736	764	592	2148	1988	2414	1142	1407	1313	2328	2036	2446
"mRNA_6166"	10	10	10	41	25	22	8	9	20	55	36	41	33	32	11
"mRNA_6167"	953	841	987	1144	1015	878	950	981	1475	747	815	744	968	1023	881
"mRNA_6168"	92	121	85	320	261	243	100	79	153	233	256	195	188	139	123
"mRNA_6169"	399	324	316	389	393	280	431	521	577	377	400	319	646	477	380
"mRNA_6170"	116	160	148	224	221	142	202	193	267	253	221	207	280	188	256
"mRNA_6171"	416	605	601	1570	1353	975	1293	1384	1857	961	1358	1236	1690	1448	1500
"mRNA_6172"	76	91	154	1218	1845	1754	74	257	341	536	554	506	745	1066	51
"mRNA_6173"	251	395	466	1248	1449	1508	482	464	932	515	756	816	567	831	210
"mRNA_6174"	82	72	121	201	216	237	93	124	98	64	92	97	162	159	54
"mRNA_6175"	2	8	5	96	126	202	3	15	35	23	24	10	19	21	8
"mRNA_6176"	597	457	521	307	293	298	344	426	393	321	316	317	851	670	699
"mRNA_6177"	474	500	556	1332	947	1009	402	427	636	817	951	1010	331	499	296
"mRNA_6178"	1037	991	937	1102	839	573	1558	2079	1925	1341	1229	984	1711	1302	1015
"mRNA_6179"	380	482	490	639	655	454	1144	1194	1469	870	1086	984	920	858	786
"mRNA_6180"	540	808	681	981	780	791	567	629	937	542	659	686	533	537	484
"mRNA_6181"	24833	22031	29150	35754	29736	28501	32282	31281	35208	16523	21213	24321	14961	19402	10257
"mRNA_6182"	1611	1542	1964	4600	3737	3741	2632	2394	3560	1798	2339	2190	4080	3508	3312
"mRNA_6183"	21	35	14	70	89	104	94	66	122	47	43	32	137	95	92
"mRNA_6184"	14	14	11	82	87	68	68	63	72	78	90	70	131	99	83
"mRNA_6185"	1390	805	1329	952	860	515	1907	2106	1786	1416	1480	1186	1933	1628	946
"mRNA_6186"	1810	1902	2059	2229	2541	1914	1500	1759	2089	1370	1608	1559	1964	1808	1382
"mRNA_6187"	1339	1435	2456	4141	2917	2505	1771	1753	2907	1360	1899	2507	1556	2137	1224
"mRNA_6188"	20	49	34	73	48	46	34	28	76	16	22	36	18	26	21
"mRNA_6189"	567	596	881	767	750	547	1005	966	1428	382	533	699	811	1071	762
"mRNA_6190"	62	60	71	3937	4105	2140	97	77	177	275	318	369	123	168	127
"mRNA_6191"	619	856	708	1838	1280	910	845	982	875	371	432	319	688	655	667
"mRNA_6192"	2	0	1	2	3	2	0	0	0	7	6	3	0	0	2
"mRNA_6193"	77	121	105	355	263	293	180	184	321	190	222	184	185	155	111
"mRNA_6194"	602	422	590	828	702	536	531	621	672	495	631	481	594	622	257
"mRNA_6195"	15	43	47	154	95	84	24	37	40	72	94	67	59	43	54
"mRNA_6196"	304	353	378	459	450	255	557	603	631	440	585	514	511	510	549
"mRNA_6197"	807	825	793	992	952	752	456	460	548	613	641	517	264	297	292
"mRNA_6198"	159	135	170	259	285	214	299	288	409	318	281	218	363	254	367
"mRNA_6199"	154	182	168	84	81	68	661	852	874	333	384	331	1292	909	686
